Epoch	Loss_train
1	0.6148463636636734
2	0.5647295713424683
3	0.5432589650154114
4	0.5217932015657425
5	0.4881286397576332
6	0.4589429721236229
7	0.44207678735256195
8	0.3868219703435898
9	0.37089744955301285
10	0.32404662668704987
11	0.3108292780816555
12	0.25738291442394257
13	0.22754590585827827
14	0.16497142799198627
15	0.16225259751081467
16	0.20051305182278156
17	0.14034803956747055
18	0.14728507585823536
19	0.12476401776075363
20	0.17399806901812553
21	0.1250851433724165
22	0.09314865991473198
23	0.12049162853509188
24	0.0949928630143404
25	0.0932935755699873
26	0.0776853859424591
27	0.06532273069024086
28	0.06449959706515074
29	0.0820024311542511
30	0.04996851133182645
31	0.0295773547841236
32	0.09631277224980295
33	0.04738263715989888
34	0.1190532105974853
35	0.09484124346636236
36	0.07225058041512966
37	0.0923998560756445
38	0.07107834983617067
39	0.08978333231061697
40	0.041702389251440763
41	0.06609062198549509
42	0.03748726029880345
43	0.0583489746786654
44	0.032362249214202166
45	0.05598953110165894
46	0.05449428339488804
47	0.04557878780178726
48	0.025935858953744173
49	0.03538071131333709
50	0.0557446323800832
51	0.039159263018518686
52	0.058417403837665915
53	0.09561637509614229
54	0.15696397237479687
55	0.08943183813244104
56	0.09872905164957047
57	0.10550035908818245
58	0.0623495364561677
59	0.054986529517918825
60	0.03845893661491573
61	0.03721437475178391
62	0.03894513892009854
63	0.024614974739961326
64	0.02907339995726943
65	0.025239191367290914
66	0.022610876243561506
67	0.019047611393034458
68	0.01777530394610949
69	0.018826975487172604
70	0.015089217777131125
71	0.02669476644950919
72	0.012797175819287077
73	0.031488736625760794
74	0.012018195644486696
75	0.05784403535653837
76	0.03613722207956016
77	0.01980947470292449
78	0.03369337762705982
79	0.014119713567197323
80	0.01924912561662495
81	0.009713188046589494
82	0.012248291983269155
83	0.007530112750828266
84	0.015594284457620233
85	0.008202308730687946
86	0.008446893698419444
87	0.007204793975688517
88	0.004555160558084026
89	0.004693428898463026
90	0.00476364471251145
91	0.0059500841234694235
92	0.005472876859130338
93	0.003930628910893574
94	0.003318461589515209
95	0.0013508978081517853
96	0.0014258286500989925
97	0.0028531584757729433
98	0.0030709489692526404
99	0.0007457614265149459
100	0.0006524614072986878
