Epoch	Loss_train
1	0.7118237415949503
2	0.6676602264245352
3	0.612977534532547
4	0.5274642656246821
5	0.5853696266810099
6	0.4560822745164235
7	0.4693000515302022
8	0.4843551566203435
9	0.4123448232809703
10	0.4010093112786611
11	0.34851548572381336
12	0.38578345874945325
13	0.34311391909917194
14	0.30064764867226285
15	0.3098452587922414
16	0.25055041412512463
17	0.267899788916111
18	0.36333323021729785
19	0.35174668331940967
20	0.3447348376115163
21	0.3005714888374011
22	0.2862894932428996
23	0.22629870971043906
24	0.16484559203187624
25	0.23060049613316855
26	0.24382701267798743
27	0.22270915657281876
28	0.28238218526045483
29	0.2614501068989436
30	0.22422739366690317
31	0.19412144646048546
32	0.21963962291677794
33	0.2485989344616731
34	0.22146697839101157
35	0.270584670205911
36	0.20722243562340736
37	0.1444514406224092
38	0.21832499777277312
39	0.2839187905192375
40	0.1781348337729772
41	0.23673109213511148
42	0.20760667448242506
43	0.17243211468060812
44	0.15201292062799135
45	0.08853665987650554
46	0.13742115876326957
47	0.15498838822046915
48	0.17749572483201823
49	0.24833313499887785
50	0.18885510663191477
51	0.1714320369064808
52	0.161156897743543
53	0.1533053256571293
54	0.16747119960685572
55	0.07654820941388607
56	0.14170309156179428
57	0.11199216979245345
58	0.07959169925500949
59	0.09332059510052204
60	0.11840319695572059
61	0.11453770908216636
62	0.16012578954299292
63	0.2202659441779057
64	0.14496269263327122
65	0.16801600779096285
66	0.1317735482007265
67	0.0945546527703603
68	0.09120386318924527
69	0.09669025723511974
70	0.09655641205608845
71	0.2984968296562632
72	0.15318315041561922
73	0.1503800426920255
74	0.10789841040968895
75	0.07565806961307923
76	0.07428003226717313
77	0.11314667823414008
78	0.10024128016084433
79	0.07668811827898026
80	0.05987446165333191
81	0.07710108362759154
82	0.09547571931034327
83	0.08306732556472222
84	0.10924801540871461
85	0.11274886690080166
86	0.05359189988424381
87	0.050226830722143255
88	0.04240556495885054
89	0.043378986263026796
90	0.030479460411394637
91	0.04045940198314687
92	0.05335662723518908
93	0.08509027810456853
94	0.0455289165644596
95	0.051834049091363944
96	0.07044420507736504
97	0.0492861724148194
98	0.08480335911735892
99	0.07117026361326377
100	0.0851206836135437
