Epoch	Loss_train
1	0.1395002063382601
2	0.07903961627247753
3	0.03197437869803938
4	0.026136447915724184
5	0.017379096202252187
6	0.015991399190950842
7	0.012365891960819924
8	0.016191185958735428
9	0.01039793050817224
10	0.007656382121597906
11	0.00840306600628511
12	0.005729857014435174
13	0.006909842082733158
14	0.007466842804627227
15	0.010941168047809655
16	0.005402370208081017
17	0.0049851865569932475
18	0.005362181688497412
19	0.005036026878859724
20	0.0057117404792234655
21	0.0036616575063484337
22	0.006078188326836208
23	0.004070858016482104
24	0.004156562454589733
25	0.004147671276675888
26	0.005611844864409248
27	0.004960913729894789
28	0.00309621586865542
29	0.005423636994661853
30	0.0036625363804438423
31	0.003136185033459171
32	0.0037475468929256206
33	0.0028843188140901532
34	0.003119217553285452
35	0.003576155295690754
36	0.0036593921043291773
37	0.003909993918668547
38	0.002240745184676116
39	0.0034973075900512018
40	0.003255520955921828
41	0.002490789720366403
42	0.0038700750008443144
43	0.004289400580940831
44	0.002471877944037286
45	0.0035115630405295633
46	0.003362561182115138
47	0.0024007427967734523
48	0.0029889934286226856
49	0.0035416187203730094
50	0.0029274829092212793
51	0.0021085919314692537
52	0.0033488577501726334
53	0.0024876127650351404
54	0.003963330679182895
55	0.0021586451446529743
56	0.0035069515794148207
57	0.0013164036887284322
58	0.0028095542584253815
59	0.0029076834558701965
60	0.0029777560800998333
61	0.0018395873414512503
62	0.0020701574179139786
63	0.0028913261399610675
64	0.0012982077583194884
65	0.002985781794050257
66	0.0023755503710046954
67	0.0024364460382825153
68	0.002260982053504944
69	0.0030330812675343865
70	0.0017104839332108964
71	0.0029483878474094198
72	0.0013819671142250032
73	0.0029378435627261832
74	0.0022553086881961196
75	0.0025567528031456644
76	0.0019113406917143298
77	0.0026295859184655174
78	0.002280150830741099
79	0.0021660181941886
80	0.0033020359757170333
81	0.004057917083975922
82	0.002942256612282949
83	0.0023400318724969477
84	0.002364049934159399
85	0.0021373337797477646
86	0.0032528597022845286
87	0.0020268808301900513
88	0.0018932768220514342
89	0.002155514082283122
90	0.0031059952755769548
91	0.0024729043929977287
92	0.0011294077149325153
93	0.0024415227425031477
94	0.0023520583952621773
95	0.0018481308438846945
96	0.011052125730138852
97	0.0011003714864283004
98	0.0015110335215642499
99	0.0017873093683808147
100	0.0027823197563519174
